dataset,model_type,include_incurreds,include_covariates,transform_inputs,version_no,target_col,type,nLayers,nHidden,criterion,nonlinearity,output_layer,epochs,patience,batch_size,optimiser,learning_rate,normalisation,dropout,loss,vsInc,weighted_vsInc_claimsize,weighted_vsInc_ocl,UIE
noInf,RNN,TRUE,FALSE,FALSE,1,target,RNN,2,256,L1Loss(),relu,linear,200,10,256,,0.001,,0,1948322,57.17,,,
noInf,RNN,TRUE,FALSE,FALSE,1,target,RNN,2,256,L1Loss(),relu,linear,200,10,256,,0.001,,0.2,1976900,53.99,,,
noInf,RNN,TRUE,FALSE,FALSE,1,target,RNN,2,256,L1Loss(),relu,linear,200,10,256,,0.005,,0,1959486,51.9,,,
noInf,RNN,TRUE,FALSE,FALSE,1,target,RNN,2,256,L1Loss(),relu,linear,200,10,256,,0.005,,0.2,2014786,52.27,,,
noInf,RNN,TRUE,FALSE,FALSE,1,target,RNN,2,256,L1Loss(),relu,linear,200,10,256,,0.01,,0,1926630,55.66,,,
noInf,RNN,TRUE,FALSE,FALSE,1,target,RNN,2,256,L1Loss(),relu,linear,200,10,256,,0.01,,0.2,2025144,50.7,,,
noInf,RNN,TRUE,FALSE,FALSE,1,target,RNN,2,256,L1Loss(),relu,linear,200,10,512,,0.001,,0,1003112,54.56,,,
noInf,RNN,TRUE,FALSE,FALSE,1,target,RNN,2,256,L1Loss(),relu,linear,200,10,512,,0.001,,0.2,998957,53.19,,,
noInf,RNN,TRUE,FALSE,FALSE,1,target,RNN,2,256,L1Loss(),relu,linear,200,10,512,,0.005,,0,979987,55.91,,,
noInf,RNN,TRUE,FALSE,FALSE,1,target,RNN,2,256,L1Loss(),relu,linear,200,10,512,,0.005,,0.2,1020585,52.45,,,
noInf,RNN,TRUE,FALSE,FALSE,1,target,RNN,2,256,L1Loss(),relu,linear,200,10,512,,0.01,,0,975870,55.7,,,
noInf,RNN,TRUE,FALSE,FALSE,1,target,RNN,2,256,L1Loss(),relu,linear,200,10,512,,0.01,,0.2,1053070,49.61,,,
noInf,RNN,TRUE,FALSE,FALSE,1,target,RNN,3,256,L1Loss(),relu,linear,200,10,256,,0.001,,0,1913777,58.05,,,
noInf,RNN,TRUE,FALSE,FALSE,1,target,RNN,3,256,L1Loss(),relu,linear,200,10,256,,0.001,,0.2,1972294,54.13,,,
noInf,RNN,TRUE,FALSE,FALSE,1,target,RNN,3,256,L1Loss(),relu,linear,200,10,256,,0.005,,0,1942037,55.78,,,
noInf,RNN,TRUE,FALSE,FALSE,1,target,RNN,3,256,L1Loss(),relu,linear,200,10,256,,0.005,,0.2,2027066,49,,,
noInf,RNN,TRUE,FALSE,FALSE,1,target,RNN,3,256,L1Loss(),relu,linear,200,10,256,,0.01,,0,1983442,51.08,,,
noInf,RNN,TRUE,FALSE,FALSE,1,target,RNN,3,256,L1Loss(),relu,linear,200,10,256,,0.01,,0.2,2060151,46.08,,,
noInf,RNN,TRUE,FALSE,FALSE,1,target,RNN,3,256,L1Loss(),relu,linear,200,10,512,,0.001,,0,992376,55.83,,,
noInf,RNN,TRUE,FALSE,FALSE,1,target,RNN,3,256,L1Loss(),relu,linear,200,10,512,,0.001,,0.2,999718,53.43,,,
noInf,RNN,TRUE,FALSE,FALSE,1,target,RNN,3,256,L1Loss(),relu,linear,200,10,512,,0.005,,0,970784,56.28,,,
noInf,RNN,TRUE,FALSE,FALSE,1,target,RNN,3,256,L1Loss(),relu,linear,200,10,512,,0.005,,0.2,1023021,51.19,,,
noInf,RNN,TRUE,FALSE,FALSE,1,target,RNN,2,512,L1Loss(),relu,linear,200,10,256,,0.001,,0,1963353,56.85,,,
noInf,RNN,TRUE,FALSE,FALSE,1,target,RNN,2,512,L1Loss(),relu,linear,200,10,256,,0.001,,0.2,1960365,54.01,,,
noInf,RNN,TRUE,FALSE,FALSE,1,target,RNN,2,512,L1Loss(),relu,linear,200,10,256,,0.005,,0,1908256,55.19,,,
noInf,RNN,TRUE,FALSE,FALSE,1,target,RNN,2,512,L1Loss(),relu,linear,200,10,256,,0.005,,0.2,2016022,51.47,,,
noInf,RNN,TRUE,FALSE,FALSE,1,target,RNN,2,512,L1Loss(),relu,linear,200,10,512,,0.001,,0,983182,57.56,,,
noInf,RNN,TRUE,FALSE,FALSE,1,target,RNN,2,512,L1Loss(),relu,linear,200,10,512,,0.001,,0.2,1002207,54.62,,,
noInf,RNN,TRUE,FALSE,FALSE,1,target,RNN,2,512,L1Loss(),relu,linear,200,10,512,,0.005,,0,964303,54.62,,,
noInf,RNN,TRUE,FALSE,FALSE,1,target,RNN,2,512,L1Loss(),relu,linear,200,10,512,,0.005,,0.2,999125,53.03,,,
noInf,RNN,TRUE,FALSE,FALSE,1,target,RNN,3,512,L1Loss(),relu,linear,200,10,256,,0.001,,0,1969323,47.24,,,
noInf,RNN,TRUE,FALSE,FALSE,1,target,RNN,3,512,L1Loss(),relu,linear,200,10,256,,0.001,,0.2,1986165,52.8,,,
noInf,RNN,TRUE,FALSE,FALSE,1,target,RNN,3,512,L1Loss(),relu,linear,200,10,256,,0.005,,0,1945012,54.17,,,
noInf,RNN,TRUE,FALSE,FALSE,1,target,RNN,3,512,L1Loss(),relu,linear,200,10,256,,0.005,,0.2,2093640,46.77,,,
noInf,RNN,TRUE,FALSE,FALSE,1,target,RNN,3,512,L1Loss(),relu,linear,200,10,512,,0.001,,0,969545,57.91,,,
noInf,RNN,TRUE,FALSE,FALSE,1,target,RNN,3,512,L1Loss(),relu,linear,200,10,512,,0.001,,0.2,995670,52.6,,,
noInf,RNN,TRUE,FALSE,FALSE,1,target,RNN,3,512,L1Loss(),relu,linear,200,10,512,,0.005,,0,977580,55.91,,,
noInf,RNN,TRUE,FALSE,FALSE,1,target,RNN,3,512,L1Loss(),relu,linear,200,10,512,,0.005,,0.2,1014013,49.43,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,target,RNN,2,256,L1Loss(),relu,linear,200,10,256,,0.001,,0,3298743,69.77,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,target,RNN,2,256,L1Loss(),relu,linear,200,10,256,,0.001,,0.2,3275679,68.3,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,target,RNN,2,256,L1Loss(),relu,linear,200,10,256,,0.005,,0,3242311,70.13,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,target,RNN,2,256,L1Loss(),relu,linear,200,10,256,,0.005,,0.2,3296659,70.46,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,target,RNN,2,256,L1Loss(),relu,linear,200,10,512,,0.001,,0,1680508,68.81,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,target,RNN,2,256,L1Loss(),relu,linear,200,10,512,,0.001,,0.2,1663579,69.48,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,target,RNN,2,256,L1Loss(),relu,linear,200,10,512,,0.005,,0,1644031,69.58,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,target,RNN,2,256,L1Loss(),relu,linear,200,10,512,,0.005,,0.2,1692060,68.38,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,target,RNN,3,256,L1Loss(),relu,linear,200,10,256,,0.001,,0,3259096,69.46,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,target,RNN,3,256,L1Loss(),relu,linear,200,10,256,,0.001,,0.2,3284626,68.93,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,target,RNN,3,256,L1Loss(),relu,linear,200,10,256,,0.005,,0,3252641,68.5,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,target,RNN,3,256,L1Loss(),relu,linear,200,10,256,,0.005,,0.2,3377552,67.95,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,target,RNN,3,256,L1Loss(),relu,linear,200,10,512,,0.001,,0,1633524,70.63,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,target,RNN,3,256,L1Loss(),relu,linear,200,10,512,,0.001,,0.2,1659497,68.3,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,target,RNN,3,256,L1Loss(),relu,linear,200,10,512,,0.005,,0,1657112,68.68,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,target,RNN,3,256,L1Loss(),relu,linear,200,10,512,,0.005,,0.2,1671960,68.05,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,target,RNN,2,512,L1Loss(),relu,linear,200,10,256,,0.001,,0,3223259,69.34,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,target,RNN,2,512,L1Loss(),relu,linear,200,10,256,,0.001,,0.2,3273757,69.46,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,target,RNN,2,512,L1Loss(),relu,linear,200,10,256,,0.005,,0,3316914,69.81,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,target,RNN,2,512,L1Loss(),relu,linear,200,10,256,,0.005,,0.2,3319312,68.68,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,target,RNN,2,512,L1Loss(),relu,linear,200,10,512,,0.001,,0,1659778,70.46,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,target,RNN,2,512,L1Loss(),relu,linear,200,10,512,,0.001,,0.2,1667531,69.01,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,target,RNN,2,512,L1Loss(),relu,linear,200,10,512,,0.005,,0,1658149,67.7,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,target,RNN,2,512,L1Loss(),relu,linear,200,10,512,,0.005,,0.2,1684951,69.54,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,target,RNN,3,512,L1Loss(),relu,linear,200,10,256,,0.001,,0,3203370,69.83,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,target,RNN,3,512,L1Loss(),relu,linear,200,10,256,,0.001,,0.2,3275513,68.5,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,target,RNN,3,512,L1Loss(),relu,linear,200,10,256,,0.005,,0,3282833,69.17,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,target,RNN,3,512,L1Loss(),relu,linear,200,10,256,,0.005,,0.2,3326094,68.23,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,target,RNN,3,512,L1Loss(),relu,linear,200,10,512,,0.001,,0,1636888,70.01,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,target,RNN,3,512,L1Loss(),relu,linear,200,10,512,,0.001,,0.2,1666013,69.01,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,target,RNN,3,512,L1Loss(),relu,linear,200,10,512,,0.005,,0,1644483,68.01,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,target,RNN,3,512,L1Loss(),relu,linear,200,10,512,,0.005,,0.2,1693844,67.35,,,
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,2,256,L1Loss(),relu,linear,200,10,256,,0.001,,0,9.585,53.39,,,
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,2,256,L1Loss(),relu,linear,200,10,256,,0.001,,0.2,10.59,51.12,,,
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,2,256,L1Loss(),relu,linear,200,10,256,,0.005,,0,9.589,57.5,,,
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,2,256,L1Loss(),relu,linear,200,10,256,,0.005,,0.2,10.459,55.81,,,
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,2,256,L1Loss(),relu,linear,200,10,512,,0.001,,0,7.627,37.29,,,
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,2,256,L1Loss(),relu,linear,200,10,512,,0.001,,0.2,7.773,37.49,,,
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,2,256,L1Loss(),relu,linear,200,10,512,,0.005,,0,4.557,55.36,,,
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,2,256,L1Loss(),relu,linear,200,10,512,,0.005,,0.2,4.917,56.62,,,
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,3,256,L1Loss(),relu,linear,200,10,256,,0.001,,0,8.727,53.11,,,
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,3,256,L1Loss(),relu,linear,200,10,256,,0.001,,0.2,12.065,50.16,,,
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,3,256,L1Loss(),relu,linear,200,10,256,,0.005,,0,8.483,56.77,,,
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,3,256,L1Loss(),relu,linear,200,10,256,,0.005,,0.2,13.463,49.82,,,
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,3,256,L1Loss(),relu,linear,200,10,512,,0.001,,0,5.21,50.39,,,
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,3,256,L1Loss(),relu,linear,200,10,512,,0.001,,0.2,5.329,53.11,,,
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,3,256,L1Loss(),relu,linear,200,10,512,,0.005,,0,4.754,54.19,,,
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,3,256,L1Loss(),relu,linear,200,10,512,,0.005,,0.2,6.826,49.41,,,
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,2,512,L1Loss(),relu,linear,200,10,256,,0.001,,0,10.098,59.53,,,
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,2,512,L1Loss(),relu,linear,200,10,256,,0.001,,0.2,10.301,58.54,,,
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,2,512,L1Loss(),relu,linear,200,10,256,,0.005,,0,9.426,53.6,,,
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,2,512,L1Loss(),relu,linear,200,10,256,,0.005,,0.2,10.57,57.81,,,
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,2,512,L1Loss(),relu,linear,200,10,512,,0.001,,0,5.069,59.32,,,
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,2,512,L1Loss(),relu,linear,200,10,512,,0.001,,0.2,5.551,61.73,,,
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,2,512,L1Loss(),relu,linear,200,10,512,,0.005,,0,4.625,55.72,,,
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,2,512,L1Loss(),relu,linear,200,10,512,,0.005,,0.2,5.093,56.3,,,
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,3,512,L1Loss(),relu,linear,200,10,256,,0.001,,0,8.816,53.29,,,
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,3,512,L1Loss(),relu,linear,200,10,256,,0.001,,0.2,9.954,53.72,,,
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,3,512,L1Loss(),relu,linear,200,10,256,,0.005,,0,8.684,53.8,,,
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,3,512,L1Loss(),relu,linear,200,10,256,,0.005,,0.2,10.514,52.92,,,
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,3,512,L1Loss(),relu,linear,200,10,512,,0.001,,0,4.368,53.48,,,
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,3,512,L1Loss(),relu,linear,200,10,512,,0.001,,0.2,5.292,51.57,,,
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,3,512,L1Loss(),relu,linear,200,10,512,,0.005,,0,4.854,51.12,,,
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,3,512,L1Loss(),relu,linear,200,10,512,,0.005,,0.2,6.827,47.16,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,2,256,L1Loss(),relu,linear,200,10,256,,0.001,,0,22.216,62.33,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,2,256,L1Loss(),relu,linear,200,10,256,,0.001,,0.2,17.105,70.75,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,2,256,L1Loss(),relu,linear,200,10,256,,0.005,,0,19.442,69.48,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,2,256,L1Loss(),relu,linear,200,10,256,,0.005,,0.2,23.213,62.82,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,2,256,L1Loss(),relu,linear,200,10,512,,0.001,,0,43.771,36.24,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,2,256,L1Loss(),relu,linear,200,10,512,,0.001,,0.2,8.351,71.89,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,2,256,L1Loss(),relu,linear,200,10,512,,0.005,,0,9.373,69.4,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,2,256,L1Loss(),relu,linear,200,10,512,,0.005,,0.2,11.828,61.94,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,3,256,L1Loss(),relu,linear,200,10,256,,0.001,,0,16.005,72.73,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,3,256,L1Loss(),relu,linear,200,10,256,,0.001,,0.2,20.008,65.35,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,3,256,L1Loss(),relu,linear,200,10,256,,0.005,,0,15.687,73.55,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,3,256,L1Loss(),relu,linear,200,10,256,,0.005,,0.2,23.261,62.31,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,3,256,L1Loss(),relu,linear,200,10,512,,0.001,,0,7.816,74.02,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,3,256,L1Loss(),relu,linear,200,10,512,,0.001,,0.2,9.547,68.38,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,3,256,L1Loss(),relu,linear,200,10,512,,0.005,,0,8.243,72.3,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,3,256,L1Loss(),relu,linear,200,10,512,,0.005,,0.2,8.724,69.36,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,2,512,L1Loss(),relu,linear,200,10,256,,0.001,,0,20.832,70.54,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,2,512,L1Loss(),relu,linear,200,10,256,,0.001,,0.2,19.952,69.99,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,2,512,L1Loss(),relu,linear,200,10,256,,0.005,,0,15.968,72.47,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,2,512,L1Loss(),relu,linear,200,10,256,,0.005,,0.2,18.434,68.6,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,2,512,L1Loss(),relu,linear,200,10,512,,0.001,,0,10.353,70.2,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,2,512,L1Loss(),relu,linear,200,10,512,,0.001,,0.2,10.71,70.44,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,2,512,L1Loss(),relu,linear,200,10,512,,0.005,,0,10.49,70.52,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,2,512,L1Loss(),relu,linear,200,10,512,,0.005,,0.2,11.27,68.5,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,3,512,L1Loss(),relu,linear,200,10,256,,0.001,,0,15.506,71.12,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,3,512,L1Loss(),relu,linear,200,10,256,,0.001,,0.2,19.335,66.93,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,3,512,L1Loss(),relu,linear,200,10,256,,0.005,,0,15.105,73.55,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,3,512,L1Loss(),relu,linear,200,10,256,,0.005,,0.2,17.533,69.87,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,3,512,L1Loss(),relu,linear,200,10,512,,0.001,,0,10.555,66.52,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,3,512,L1Loss(),relu,linear,200,10,512,,0.001,,0.2,9.648,70.85,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,3,512,L1Loss(),relu,linear,200,10,512,,0.005,,0,10.071,69.32,,,
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,RNN,3,512,L1Loss(),relu,linear,200,10,512,,0.005,,0.2,9.424,69.19,,,
noInf,RNN,TRUE,FALSE,FALSE,2,target,RNN,2,256,L1Loss(),relu,linear,200,10,256,,0.001,,0,1930042,55.31,,,
noInf,RNN,TRUE,FALSE,FALSE,2,target,RNN,2,256,L1Loss(),relu,linear,200,10,256,,0.001,,0.2,1982595,54.44,,,
noInf,RNN,TRUE,FALSE,FALSE,2,target,RNN,2,256,L1Loss(),relu,linear,200,10,256,,0.005,,0,1972121,55.7,,,
noInf,RNN,TRUE,FALSE,FALSE,2,target,RNN,2,256,L1Loss(),relu,linear,200,10,256,,0.005,,0.2,1995640,50.51,,,
noInf,RNN,TRUE,FALSE,FALSE,2,target,RNN,2,256,L1Loss(),relu,linear,200,10,512,,0.001,,0,999389,57.32,,,
noInf,RNN,TRUE,FALSE,FALSE,2,target,RNN,2,256,L1Loss(),relu,linear,200,10,512,,0.001,,0.2,999437,54.19,,,
noInf,RNN,TRUE,FALSE,FALSE,2,target,RNN,2,256,L1Loss(),relu,linear,200,10,512,,0.005,,0,958987,53.56,,,
noInf,RNN,TRUE,FALSE,FALSE,2,target,RNN,2,256,L1Loss(),relu,linear,200,10,512,,0.005,,0.2,1024892,52.8,,,
noInf,RNN,TRUE,FALSE,FALSE,2,target,RNN,3,256,L1Loss(),relu,linear,200,10,256,,0.001,,0,1867158,58.44,,,
noInf,RNN,TRUE,FALSE,FALSE,2,target,RNN,3,256,L1Loss(),relu,linear,200,10,256,,0.001,,0.2,1933727,54.09,,,
noInf,RNN,TRUE,FALSE,FALSE,2,target,RNN,3,256,L1Loss(),relu,linear,200,10,256,,0.005,,0,1902458,56.66,,,
noInf,RNN,TRUE,FALSE,FALSE,2,target,RNN,3,256,L1Loss(),relu,linear,200,10,256,,0.005,,0.2,2004434,51.72,,,
noInf,RNN,TRUE,FALSE,FALSE,2,target,RNN,3,256,L1Loss(),relu,linear,200,10,512,,0.001,,0,969380,57.71,,,
noInf,RNN,TRUE,FALSE,FALSE,2,target,RNN,3,256,L1Loss(),relu,linear,200,10,512,,0.001,,0.2,1008450,52.7,,,
noInf,RNN,TRUE,FALSE,FALSE,2,target,RNN,3,256,L1Loss(),relu,linear,200,10,512,,0.005,,0,976080,58.07,,,
noInf,RNN,TRUE,FALSE,FALSE,2,target,RNN,3,256,L1Loss(),relu,linear,200,10,512,,0.005,,0.2,1032768,50.72,,,
noInf,RNN,TRUE,FALSE,FALSE,2,target,RNN,2,512,L1Loss(),relu,linear,200,10,256,,0.001,,0,1931218,53.5,,,
noInf,RNN,TRUE,FALSE,FALSE,2,target,RNN,2,512,L1Loss(),relu,linear,200,10,256,,0.001,,0.2,1988496,54.31,,,
noInf,RNN,TRUE,FALSE,FALSE,2,target,RNN,2,512,L1Loss(),relu,linear,200,10,256,,0.005,,0,1979334,56.87,,,
noInf,RNN,TRUE,FALSE,FALSE,2,target,RNN,2,512,L1Loss(),relu,linear,200,10,256,,0.005,,0.2,2016635,53.33,,,
noInf,RNN,TRUE,FALSE,FALSE,2,target,RNN,2,512,L1Loss(),relu,linear,200,10,512,,0.001,,0,994764,57.79,,,
noInf,RNN,TRUE,FALSE,FALSE,2,target,RNN,2,512,L1Loss(),relu,linear,200,10,512,,0.001,,0.2,999710,54.09,,,
noInf,RNN,TRUE,FALSE,FALSE,2,target,RNN,2,512,L1Loss(),relu,linear,200,10,512,,0.005,,0,987650,53.95,,,
noInf,RNN,TRUE,FALSE,FALSE,2,target,RNN,2,512,L1Loss(),relu,linear,200,10,512,,0.005,,0.2,1010178,52.64,,,
noInf,RNN,TRUE,FALSE,FALSE,2,target,RNN,3,512,L1Loss(),relu,linear,200,10,256,,0.001,,0,1909019,55.68,,,
noInf,RNN,TRUE,FALSE,FALSE,2,target,RNN,3,512,L1Loss(),relu,linear,200,10,256,,0.001,,0.2,1968462,53.39,,,
noInf,RNN,TRUE,FALSE,FALSE,2,target,RNN,3,512,L1Loss(),relu,linear,200,10,256,,0.005,,0,1905914,54.76,,,
noInf,RNN,TRUE,FALSE,FALSE,2,target,RNN,3,512,L1Loss(),relu,linear,200,10,256,,0.005,,0.2,2012265,50.33,,,
noInf,RNN,TRUE,FALSE,FALSE,2,target,RNN,3,512,L1Loss(),relu,linear,200,10,512,,0.001,,0,962925,57.03,,,
noInf,RNN,TRUE,FALSE,FALSE,2,target,RNN,3,512,L1Loss(),relu,linear,200,10,512,,0.001,,0.2,994825,53.72,,,
noInf,RNN,TRUE,FALSE,FALSE,2,target,RNN,3,512,L1Loss(),relu,linear,200,10,512,,0.005,,0,964668,54.07,,,
noInf,RNN,TRUE,FALSE,FALSE,2,target,RNN,3,512,L1Loss(),relu,linear,200,10,512,,0.005,,0.2,1013931,53.15,,,
Inflated,RNN,TRUE,FALSE,FALSE,2,target,RNN,2,256,L1Loss(),relu,linear,200,10,256,,0.001,,0,3288192,70.36,,,
Inflated,RNN,TRUE,FALSE,FALSE,2,target,RNN,2,256,L1Loss(),relu,linear,200,10,256,,0.001,,0.2,3272402,68.64,,,
Inflated,RNN,TRUE,FALSE,FALSE,2,target,RNN,2,256,L1Loss(),relu,linear,200,10,256,,0.005,,0,3316750,69.05,,,
Inflated,RNN,TRUE,FALSE,FALSE,2,target,RNN,2,256,L1Loss(),relu,linear,200,10,256,,0.005,,0.2,3296117,67.74,,,
Inflated,RNN,TRUE,FALSE,FALSE,2,target,RNN,2,256,L1Loss(),relu,linear,200,10,512,,0.001,,0,1655752,70.83,,,
Inflated,RNN,TRUE,FALSE,FALSE,2,target,RNN,2,256,L1Loss(),relu,linear,200,10,512,,0.001,,0.2,1664624,70.2,,,
Inflated,RNN,TRUE,FALSE,FALSE,2,target,RNN,2,256,L1Loss(),relu,linear,200,10,512,,0.005,,0,1653696,69.44,,,
Inflated,RNN,TRUE,FALSE,FALSE,2,target,RNN,2,256,L1Loss(),relu,linear,200,10,512,,0.005,,0.2,1686598,69.15,,,
Inflated,RNN,TRUE,FALSE,FALSE,2,target,RNN,3,256,L1Loss(),relu,linear,200,10,256,,0.001,,0,3212880,69.71,,,
Inflated,RNN,TRUE,FALSE,FALSE,2,target,RNN,3,256,L1Loss(),relu,linear,200,10,256,,0.001,,0.2,3274491,68.21,,,
Inflated,RNN,TRUE,FALSE,FALSE,2,target,RNN,3,256,L1Loss(),relu,linear,200,10,256,,0.005,,0,3311328,68.58,,,
Inflated,RNN,TRUE,FALSE,FALSE,2,target,RNN,3,256,L1Loss(),relu,linear,200,10,256,,0.005,,0.2,3328355,69.56,,,
Inflated,RNN,TRUE,FALSE,FALSE,2,target,RNN,3,256,L1Loss(),relu,linear,200,10,512,,0.001,,0,1643123,69.19,,,
Inflated,RNN,TRUE,FALSE,FALSE,2,target,RNN,3,256,L1Loss(),relu,linear,200,10,512,,0.001,,0.2,1650896,68.66,,,
Inflated,RNN,TRUE,FALSE,FALSE,2,target,RNN,3,256,L1Loss(),relu,linear,200,10,512,,0.005,,0,1655167,68.36,,,
Inflated,RNN,TRUE,FALSE,FALSE,2,target,RNN,3,256,L1Loss(),relu,linear,200,10,512,,0.005,,0.2,1693186,68.54,,,
Inflated,RNN,TRUE,FALSE,FALSE,2,target,RNN,2,512,L1Loss(),relu,linear,200,10,256,,0.001,,0,3281936,69.71,,,
Inflated,RNN,TRUE,FALSE,FALSE,2,target,RNN,2,512,L1Loss(),relu,linear,200,10,256,,0.001,,0.2,3298823,68.66,,,
